Key;Item.Type;Publication.Year;Author;Title;Publication.Title;ISBN;ISSN;DOI;Url;Abstract.Note;Date;Date.Added;Date.Modified;Access.Date;Pages;Num.Pages;Issue;Volume;Number.Of.Volumes;Journal.Abbreviation;Short.Title;Series;Series.Number;Series.Text;Series.Title;Publisher;Place;Language;Rights;Type;Archive;Archive.Location;Library.Catalog;Call.Number;Extra;Notes;File.Attachments;Link.Attachments;Manual.Tags;Automatic.Tags;Editor;Series.Editor;Translator;Contributor;Attorney.Agent;Book.Author;Cast.Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed.Author;Scriptwriter;Words.By;Guest;Number;Edition;Running.Time;Scale;Medium;Artwork.Size;Filing.Date;Application.Number;Assignee;Issuing.Authority;Country;Meeting.Name;Conference.Name;Court;References;Reporter;Legal.Status;Priority.Numbers;Programming.Language;Version;System;Code;Code.Number;Section;Session;Committee;History;Legislative.Body
AYUSXJAJ;journalArticle;2024;"Zhu, Xiaohua; Chen, Xinyu; Ma, Lingling; Liu, Wei";UAV and Satellite Synergies for Mapping Grassland Aboveground Biomass in Hulunbuir Meadow Steppe;Plants;NA;2223-7747;10.3390/plants13071006;https://www.mdpi.com/2223-7747/13/7/1006;Aboveground biomass (AGB) is an important indicator of the grassland ecosystem. It can be used to evaluate the grassland productivity and carbon stock. Satellite remote sensing technology is useful for monitoring the dynamic changes in AGB across a wide range of grasslands. However, due to the scale mismatch between satellite observations and ground surveys, significant uncertainties and biases exist in mapping grassland AGB from satellite data. This is also a common problem in low- and medium-resolution satellite remote sensing modeling that has not been effectively solved. The rapid development of uncrewed aerial vehicle (UAV) technology offers a way to solve this problem. In this study, we developed a method with UAV and satellite synergies for estimating grassland AGB that filled the gap between satellite observation and ground surveys and successfully mapped the grassland AGB in the Hulunbuir meadow steppe in the northeast of Inner Mongolia, China. First, based on the UAV hyperspectral data and ground survey data, the UAV-based AGB was estimated using a combination of typical vegetation indices (VIs) and the leaf area index (LAI), a structural parameter. Then, the UAV-based AGB was aggregated as a satellite-scale sample set and used to model satellite-based AGB estimation. At the same time, spatial information was incorporated into the LAI inversion process to minimize the scale bias between UAV and satellite data. Finally, the grassland AGB of the entire experimental area was mapped and analyzed. The results show the following: (1) random forest (RF) had the best performance compared with simple regression (SR), partial least squares regression (PLSR) and back-propagation neural network (BPNN) for UAV-based AGB estimation, with an R2 of 0.80 and an RMSE of 76.03 g/m2. (2) Grassland AGB estimation through introducing LAI achieved higher accuracy. For UAV-based AGB estimation, the R2 was improved by an average of 10% and the RMSE was reduced by an average of 9%. For satellite-based AGB estimation, the R2 was increased from 0.70 to 0.75 and the RMSE was decreased from 78.24 g/m2 to 72.36 g/m2. (3) Based on sample aggregated UAV-based AGB and an LAI map, the accuracy of satellite-based AGB estimation was significantly improved. The R2 was increased from 0.57 to 0.75, and the RMSE was decreased from 99.38 g/m2 to 72.36 g/m2. This suggests that UAVs can bridge the gap between satellite observations and field measurements by providing a sufficient training dataset for model development and AGB estimation from satellite data.;31.03.2024;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;1006;NA;7;13;NA;Plants;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\CLAGLWKR\Zhu et al. - 2024 - UAV and Satellite Synergies for Mapping Grassland .pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CERIPY32;journalArticle;2025;"Sun, Feida; Chen, Dewei; Li, Linhao; Zhang, Qiaoqiao; Yuan, Xin; Liao, Zihong; Xiang, Chunlian; Liu, Lin; Zhou, Jiqiong; Shrestha, Mani; Xu, Dong; Bai, Yanfu; Degen, A. Allan";"Machine Learning Models Based on <span style=""font-variant:small-caps;"">UAV</span> Oblique Images Improved Above‐Ground Biomass Estimation Accuracy Across Diverse Grasslands on the Qinghai–Tibetan Plateau";Land Degradation & Development;NA;1085-3278, 1099-145X;10.1002/ldr.5381;https://onlinelibrary.wiley.com/doi/10.1002/ldr.5381;ABSTRACT                            Unmanned aerial vehicles (UAVs) are becoming important tools for modern management and scientific research of grassland resources, especially in the dynamic monitoring of above‐ground biomass (AGB). However, current studies rely mostly on vertical images to construct models, with little consideration given to oblique images. Determination of image acquisition height often relies on experience and intuition, but there is limited comparison of models in estimating across different grassland types. To address this gap, this study selected 56 plots on the northern Qinghai–Tibetan Plateau (QTP), comprising 16 alpine meadows (AM), 14 alpine steppes (AS), 13 alpine meadow steppes (AMS), and 13 alpine desert steppes (ADS). We used the DJI Mavic 2 Pro to capture a total of 5040 images at six heights (5, 10, 20, 30, 40, and 50 m) and five angles (30°, 45°, 60°, 90°, and 180° panoramic shots). Based on RGB (red‐green‐blue) images, seven vegetation indices (normalized difference index (NDI), excess red vegetation index (EXR), modified green red vegetation index (MGRVI), visible atmospherically resistant index (VARI), excess green minus excess (EXG), green leaf index (GLI), and red–green–blue vegetation index (RGBVI)) were employed, displaying a trend in vegetation and biomass changes across different heights and angles, peaking at 20 m and 45°. Linear regression models and machine learning models (random forest, extreme gradient boosting, multilayer perceptron neural network, and stochastic gradient descent) were generated, with NDI, VARI, and MGRVI providing the best estimations. Comparative results on estimations of different grassland types indicated that oblique images helped reduce the models' root mean square error (RMSE), particularly in the machine learning models. All models were best in AMS and ADS, with average               R               2               of 0.810 and 0.825, with machine learning models (average               R               2                = 0.746) stronger than linear regression models (average               R               2                = 0.597), indicating specific requirements for model selection across different grasslands. The findings in this study can provide a reference for the adaptive management of different grassland ecosystems on the QTP and worldwide.;30.01.2025;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;585-598;NA;2;36;NA;Land Degrad Dev;"Machine Learning Models Based on <span style=""font-variant";;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\2EIDSHV4\Sun et al. - 2025 - Machine Learning Models Based on span style=font.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4CNGPT59;journalArticle;2018;"Maire, Juliette; Gibson-Poole, Simon; Cowan, Nicholas; Reay, Dave S.; Richards, Karl G.; Skiba, Ute; Rees, Robert M.; Lanigan, Gary J.";Identifying Urine Patches on Intensively Managed Grassland Using Aerial Imagery Captured From Remotely Piloted Aircraft Systems;Frontiers in Sustainable Food Systems;NA;2571-581X;10.3389/fsufs.2018.00010;http://journal.frontiersin.org/article/10.3389/fsufs.2018.00010/full;;25.04.2018;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;10;NA;;2;NA;Front. Sustain. Food Syst.;;;NA;NA;NA;NA;NA;;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\8SDYERCR\Maire et al. - 2018 - Identifying Urine Patches on Intensively Managed G.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
H4GKUBM8;journalArticle;2024;"Singh, Jasanmol; Koc, Ali Bulent; Aguerre, Matias Jose; Chastain, John P.";Estimation of aboveground biomass of Alfalfa using field robotics;Smart Agricultural Technology;NA;27723755;10.1016/j.atech.2024.100597;https://linkinghub.elsevier.com/retrieve/pii/S2772375524002028;;2024-12;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;100597;NA;;9;NA;Smart Agricultural Technology;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\LDIK66A2\Singh et al. - 2024 - Estimation of aboveground biomass of Alfalfa using.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
87AIFFSQ;journalArticle;2017;"Strong, Conor J.; Burnside, Niall G.; Llewellyn, Dan";The potential of small-Unmanned Aircraft Systems for the rapid detection of threatened unimproved grassland communities using an Enhanced Normalized Difference Vegetation Index;PLOS ONE;NA;1932-6203;10.1371/journal.pone.0186193;https://dx.plos.org/10.1371/journal.pone.0186193;;12.10.2017;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;e0186193;NA;10;12;NA;PLoS ONE;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\ISDHHGHA\Strong et al. - 2017 - The potential of small-Unmanned Aircraft Systems f.pdf;NA;NA;NA;Serrano Ferron, Emmanuel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NWXD75R7;journalArticle;2019;"Isokangas, Elina; Davids, Corine; Kujala, Katharina; Rauhala, Anssi; Ronkanen, Anna-Kaisa; Rossi, Pekka M.";Combining unmanned aerial vehicle-based remote sensing and stable water isotope analysis to monitor treatment peatlands of mining areas;Ecological Engineering;NA;9258574;10.1016/j.ecoleng.2019.04.024;https://linkinghub.elsevier.com/retrieve/pii/S0925857419301417;;2019-08;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;137-147;NA;;133;NA;Ecological Engineering;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\RHHH82J5\Isokangas et al. - 2019 - Combining unmanned aerial vehicle-based remote sen.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EE9BLU7T;journalArticle;2024;"Rezende de Ataíde, Marcos Vinicius; Barbosa Rodrigues, Silvia; Rocha Silva, Tamilis; Silva Coelho, Augusto Cesar; Wiederhecker, Ana; Mascia Vieira, Daniel Luis";Monitoring invasive exotic grass species in ecological restoration areas of the Brazilian savanna using UAV images;Remote Sensing Applications: Society and Environment;NA;23529385;10.1016/j.rsase.2024.101328;https://linkinghub.elsevier.com/retrieve/pii/S2352938524001927;;2024-11;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;101328;NA;;36;NA;Remote Sensing Applications: Society and Environment;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\5FV5SAAY\Rezende de Ataíde et al. - 2024 - Monitoring invasive exotic grass species in ecolog.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RQUDWYLV;journalArticle;2024;"Aebischer, Philippe; Sutter, Michael; Birkinshaw, Amy; Nussbaum, Madlene; Reidy, Beat";"Herbage biomass predictions from <span style=""font-variant:small-caps;"">UAV</span> data using a derived digital terrain model and machine learning";Grass and Forage Science;NA;0142-5242, 1365-2494;10.1111/gfs.12694;https://onlinelibrary.wiley.com/doi/10.1111/gfs.12694;Abstract                            More than 70% of Switzerland's agricultural area is covered by grasslands that often exhibit highly diverse species compositions and heterogeneous growth patterns. An essential requirement for efficient and effective pasture management is the regular estimation of herbage biomass. While various methods exist for estimating herbage biomass, they are often time‐consuming and may not accurately capture the variability within pastures. This highlights the need for more efficient, accurate estimation techniques. To help improve herbage biomass estimation, we present               estiGrass3D+               , a Random Forest model. This model predicts pasture biomass using a digital terrain model (DTM) derived from a digital surface model (DSM) for sward height modelling, along with vegetation indices and agronomic variables from UAV images only. The model was successfully evaluated with independent test data from different sites on the Swiss central plateau, including both grazed and mown areas. Model performance on an independent validation dataset achieved a NRMSE of 20.3%, while the training dataset had an NRMSE of 21.5%. These consistent results confirm that               estiGrass3D               + is both transferable and applicable to unseen data while maintaining accuracy and reliability across different datasets. The wide applicability of our method demonstrates its practicality for predicting herbage biomass under different pasture management scenarios. Additionally, our method of deriving a DTM directly from a DSM simplifies the measurement of grass sward height by UAVs, eliminating the need for prior ground control point (GCP) marking and subsequent aligning, enhancing the efficiency of herbage biomass estimation.;2024-12;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;530-542;NA;4;79;NA;Grass and Forage Science;"Herbage biomass predictions from <span style=""font-variant";;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\A9XZFWW3\Aebischer et al. - 2024 - Herbage biomass predictions from span style=font.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
C4BIPWJ6;journalArticle;2024;"Hütt, Christoph; Isselstein, Johannes; Komainda, Martin; Schöttker, Oliver; Sturm, Astrid";UAV LiDAR-based grassland biomass estimation for precision livestock management;Journal of Applied Remote Sensing;NA;1931-3195;10.1117/1.JRS.18.017502;https://www.spiedigitallibrary.org/journals/journal-of-applied-remote-sensing/volume-18/issue-01/017502/UAV-LiDAR-based-grassland-biomass-estimation-for-precision-livestock-management/10.1117/1.JRS.18.017502.full;;14.03.2024;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;;NA;1;18;NA;J. Appl. Rem. Sens.;;;NA;NA;NA;NA;NA;;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\3YPECSJB\Hütt et al. - 2024 - UAV LiDAR-based grassland biomass estimation for p.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GHLQE99T;journalArticle;2024;"Fu, Yi; Tan, Xiaopeng; Yao, Yunlong; Wang, Lei; Shan, Yuanqi; Yang, Yuehua; Jing, Zhongwei";Uncovering optimal vegetation indices for estimating wetland plant species diversity;Ecological Indicators;NA;1470160X;10.1016/j.ecolind.2024.112367;https://linkinghub.elsevier.com/retrieve/pii/S1470160X24008240;;2024-09;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;112367;NA;;166;NA;Ecological Indicators;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\ZAFW6BNQ\Fu et al. - 2024 - Uncovering optimal vegetation indices for estimati.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7L7XMCRS;journalArticle;2023;"Bakacsy, László; Tobak, Zalán; van Leeuwen, Boudewijn; Szilassi, Péter; Biró, Csaba; Szatmári, József";Drone-Based Identification and Monitoring of Two Invasive Alien Plant Species in Open Sand Grasslands by Six RGB Vegetation Indices;Drones;NA;2504-446X;10.3390/drones7030207;https://www.mdpi.com/2504-446X/7/3/207;Today, invasive alien species cause serious trouble for biodiversity and ecosystem services, which are essential for human survival. In order to effectively manage invasive species, it is important to know their current distribution and the dynamics of their spread. Unmanned aerial vehicle (UAV) monitoring is one of the best tools for gathering this information from large areas. Vegetation indices for multispectral camera images are often used for this, but RGB colour-based vegetation indices can provide a simpler and less expensive solution. The goal was to examine whether six RGB indices are suitable for identifying invasive plant species in the QGIS environment on UAV images. To examine this, we determined the shoot area and number of common milkweed (Asclepias syriaca) and the inflorescence area and number of blanket flowers (Gaillardia pulchella) as two typical invasive species in open sandy grasslands. According to the results, the cover area of common milkweed was best identified with the TGI and SSI indices. The producers’ accuracy was 76.38% (TGI) and 67.02% (SSI), while the user’s accuracy was 75.42% (TGI) and 75.12% (SSI), respectively. For the cover area of blanket flower, the IF index proved to be the most suitable index. In spite of this, it gave a low producer’s accuracy of 43.74% and user’s accuracy of 51.4%. The used methods were not suitable for the determination of milkweed shoot and the blanket flower inflorescence number, due to significant overestimation. With the methods presented here, the data of large populations of invasive species can be processed in a simple, fast, and cost-effective manner, which can ensure the precise planning of treatments for nature conservation practitioners.;17.03.2023;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;207;NA;3;7;NA;Drones;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\VSW7HE76\Bakacsy et al. - 2023 - Drone-Based Identification and Monitoring of Two I.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FJU6A9Q3;journalArticle;2023;"Medeiros, Thaís Pereira de; Morellato, Leonor Patrícia Cerdeira; Silva, Thiago Sanna Freire";Spatial distribution and temporal variation of tropical mountaintop vegetation through images obtained by drones;Frontiers in Environmental Science;NA;2296-665X;10.3389/fenvs.2023.1083328;https://www.frontiersin.org/articles/10.3389/fenvs.2023.1083328/full;Modern UAS (Unmanned Aerial Vehicles) or just drones have emerged with the primary goal of producing maps and imagery with extremely high spatial resolution. The refined information provides a good opportunity to quantify the distribution of vegetation across heterogeneous landscapes, revealing an important strategy for biodiversity conservation. We investigate whether computer vision and machine learning techniques (Object-Based Image Analysis—OBIA method, associated with Random Forest classifier) are effective to classify heterogeneous vegetation arising from ultrahigh-resolution data generated by UAS images. We focus our fieldwork in a highly diverse, seasonally dry, complex mountaintop vegetation system, the               campo rupestre               or rupestrian grassland, located at Serra do Cipó, Espinhaço Range, Southeastern Brazil. According to our results, all classifications received general accuracy above 0.95, indicating that the methodological approach enabled the identification of subtle variations in species composition, the capture of detailed vegetation and landscape features, and the recognition of vegetation types’ phenophases. Therefore, our study demonstrated that the machine learning approach and combination between OBIA method and Random Forest classifier, generated extremely high accuracy classification, reducing the misclassified pixels, and providing valuable data for the classification of complex vegetation systems such as the               campo rupestre               mountaintop grassland.;10.02.2023;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;1083328;NA;;11;NA;Front. Environ. Sci.;;;NA;NA;NA;NA;NA;;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\NQCVQ4W9\Medeiros et al. - 2023 - Spatial distribution and temporal variation of tro.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7RB5RGWC;journalArticle;2023;"Pásztor, László; Takács, Katalin; Mészáros, János; Szatmári, Gábor; Árvai, Mátyás; Tóth, Tibor; Barna, Gyöngyi; Koós, Sándor; Kovács, Zsófia Adrienn; László, Péter; Balog, Kitti";Indirect Prediction of Salt Affected Soil Indicator Properties through Habitat Types of a Natural Saline Grassland Using Unmanned Aerial Vehicle Imagery;Land;NA;2073-445X;10.3390/land12081516;https://www.mdpi.com/2073-445X/12/8/1516;Salt meadows, protected within National Parks, cannot be directly surveyed, yet understanding their soil condition is crucial. Our study indirectly estimates soil parameters (Total Salt Content (TSC), Na, and pH) related to salinization/sodification/alkalinization using spectral indices and UAV survey-derived elevation model, focusing on continental lowland salt meadows. A vegetation map was created using 16 spectral indices and a Digital Elevation Model calculated from RGB orthophotos using photogrammetry. Field observations helped define habitat types based on the General National Habitat Classification System (Hungary), and quadrats with complete coverage of specific plant species were identified. Machine learning was employed on 84 training quadrats to develop a prediction algorithm for vegetation patterns. Five saline habitat types, representing variations in soil properties and topography, were identified. Spectral and topomorphometric indices derived from UAV were key to the spatial prediction of soil properties, employing random forest and co-kriging methods. TSC, Na, and pH data served as indicators of salt-affected soils (SAS), and thematic maps were generated for each indicator (57 samples). Overlapping with the vegetation map, the probability range of estimated SAS indicator values was determined. Consequently, a model-based estimation of soil pH, TSC, and Na conditions is provided for habitat types without disturbing protected areas.;30.07.2023;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;1516;NA;8;12;NA;Land;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\X8MG3TTL\Pásztor et al. - 2023 - Indirect Prediction of Salt Affected Soil Indicato.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ABKBFQ34;journalArticle;2023;"Torresani, Michele; Kleijn, David; de Vries, Jan Peter Reinier; Bartholomeus, Harm; Chieffallo, Ludovico; Cazzolla Gatti, Roberto; Moudrý, Vítězslav; Da Re, Daniele; Tomelleri, Enrico; Rocchini, Duccio";A novel approach for surveying flowers as a proxy for bee pollinators using drone images;Ecological Indicators;NA;1470160X;10.1016/j.ecolind.2023.110123;https://linkinghub.elsevier.com/retrieve/pii/S1470160X23002650;;2023-05;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;110123;NA;;149;NA;Ecological Indicators;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\CBPAGWIF\Torresani et al. - 2023 - A novel approach for surveying flowers as a proxy .pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SIBMTLNM;journalArticle;2024;"Simpson, Gillian; Nichol, Caroline J.; Wade, Tom; Helfter, Carole; Hamilton, Alistair; Gibson-Poole, Simon";Species-Level Classification of Peatland Vegetation Using Ultra-High-Resolution UAV Imagery;Drones;NA;2504-446X;10.3390/drones8030097;https://www.mdpi.com/2504-446X/8/3/97;"Peatland restoration projects are being employed worldwide as a form of climate change mitigation due to their potential for long-term carbon sequestration. Monitoring these environments (e.g., cover of keystone species) is therefore essential to evaluate success. However, existing studies have rarely examined peatland vegetation at fine scales due to its strong spatial heterogeneity and seasonal canopy development. The present study collected centimetre-scale multispectral Uncrewed Aerial Vehicle (UAV) imagery with a Parrot Sequoia camera (2.8 cm resolution; Parrot Drones SAS, Paris, France) in a temperate peatland over a complete growing season. Supervised classification algorithms were used to map the vegetation at the single-species level, and the Maximum Likelihood classifier was found to perform best at the site level (69% overall accuracy). The classification accuracy increased with the spatial resolution of the input data, and a large reduction in accuracy was observed when employing imagery of >11 cm resolution. Finally, the most accurate classifications were produced using imagery collected during the peak (July–August) or early growing season (start of May). These findings suggest that despite the strong heterogeneity of peatlands, these environments can be mapped at the species level using UAVs. Such an approach would benefit studies estimating peatland carbon emissions or using the cover of keystone species to evaluate restoration projects.";13.03.2024;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;97;NA;3;8;NA;Drones;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\3FZJD8NB\Simpson et al. - 2024 - Species-Level Classification of Peatland Vegetatio.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
UVQ6UKNZ;journalArticle;2024;"Kaneko, Kazuhiro; Yokochi, Minoru; Inoue, Takashi; Kato, Yukie; Fujita, Hiroko";Topographic conditions as governing factors of mire vegetation types analyzed from drone‐based terrain model;Journal of Vegetation Science;NA;1100-9233, 1654-1103;10.1111/jvs.13226;https://onlinelibrary.wiley.com/doi/10.1111/jvs.13226;"Abstract                            Questions               Previous studies have shown that mire vegetation responds to fine‐scale differences in topography; however, very few studies have examined the relationship between multiple topographic conditions and vegetation distribution patterns by using topographic information with a resolution finer than microtopographic patches of sub‐meter scale in mires. Is it possible to predict vegetation distribution patterns in a mire using topographic information derived from drone imagery? How do topographic conditions affect the emergence of vegetation types?                                         Location                                3 km                 2                 of sloping mire in eastern Hokkaido, northern Japan.                                                        Methods                                Digital surface models (DSMs) and orthomosaics were created using an affordable drone (Phantom3 advanced) and photogrammetry. We calculated 23 variables reflecting topographic conditions from DSMs. The locations of four vegetation types (                 Moliniopsis japonica                 –                 Eriophorum vaginatum                 , ME;                 Moliniopsis japonica–Carex lasiocarpa                 , MC;                 Sphagnum fuscum                 –                 Ledum palustre                 , SL; and                 Carex lyngbyei–Thelypteris palustris                 , CT) were recorded by field survey and orthomosaics. Random forest models that predicted vegetation types from topographic variables were created and we evaluated the prediction accuracy, importance of variables and effect of variables on the occurrence probability of the vegetation types.                                                        Results               All predictive indicators (recall, precision, overall accuracy, kappa) were very high (>0.9). Important variables for modeling were altitude, relative height to the surroundings, slopes at a scale of several 10 m, soil wetness index and terrain ruggedness. Each vegetation type appeared under different topographic conditions; altitude was a key factor in ME and MC, and slope in CT. SL showed patchy distribution predictions on hummocks.                                         Conclusions               Vegetation distribution in the mire was strongly related to topographic information based on the DSMs. Analysis of the variable effects indicates that the emergence of the vegetation types was explained by a combination of multiple topographic conditions. This approach has the outstanding advantages of obtaining many survey points quickly and retrieving topographic conditions difficult to measure using on‐ground field surveys.";2024-01;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;e13226;NA;1;35;NA;J Vegetation Science;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\S84W4F2Z\Kaneko et al. - 2024 - Topographic conditions as governing factors of mir.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
